code,date,in_people,out_people,name,line,address,x,y
2548,20161224,22225.0,22397.0,천호,05호선,서울특별시 강동구 천호대로 지하997 (천호동),127.123928366579,37.5385103352887
2548,20161225,17126.0,16535.0,천호,05호선,서울특별시 강동구 천호대로 지하997 (천호동),127.123928366579,37.5385103352887
2548,20171224,16838.0,16777.0,천호,05호선,서울특별시 강동구 천호대로 지하997 (천호동),127.123928366579,37.5385103352887
2548,20171225,17717.0,17277.0,천호,05호선,서울특별시 강동구 천호대로 지하997 (천호동),127.123928366579,37.5385103352887
2549,20151224,22914.0,18807.0,강동,05호선,서울특별시 강동구 천호대로 지하1097 (천호동),127.13239630031401,37.5358819145235
2549,20161224,16246.0,13992.0,강동,05호선,서울특별시 강동구 천호대로 지하1097 (천호동),127.13239630031401,37.5358819145235
2555,20151224,16567.0,16353.0,둔촌동,05호선,서울특별시 강동구 양재대로 지하1369 (둔촌동),127.136214649814,37.5276568424723
2611,20151224,21337.0,20453.0,응암,06호선,서울특별시 은평구 증산로 지하477 (역촌동),126.91554218770901,37.5984910629281
2611,20161224,15396.0,14961.0,응암,06호선,서울특별시 은평구 증산로 지하477 (역촌동),126.91554218770901,37.5984910629281
2617,20151224,15113.0,13881.0,새절,06호선,서울특별시 은평구 증산로 지하400 (신사동,126.913580663181,37.5908600479967
2619,20151224,17951.0,19346.0,디지털미디어시티,06호선,서울특별시 은평구 수색로 지하175 (증산동),126.90127760926501,37.5760124042175
2621,20151224,16178.0,14295.0,마포구청,06호선,서울특별시 마포구 월드컵로 지하190 (성산동),126.903425598797,37.56348718659321
2622,20151224,14360.0,15241.0,망원,06호선,서울특별시 마포구 월드컵로 지하77 (망원동),126.91009561678001,37.556082490876
2623,20151224,15697.0,15628.0,합정,06호선,서울특별시 마포구 양화로 지하45 (합정동),126.91445770538601,37.5499122011964
2624,20151224,13976.0,17987.0,상수,06호선,서울 마포구 독막로 지하 85,126.922503466937,37.5477482120012
2624,20161224,13321.0,16784.0,상수,06호선,서울 마포구 독막로 지하 85,126.922503466937,37.5477482120012
2627,20151224,22424.0,21616.0,공덕,06호선,서울특별시 마포구 마포대로 지하100 (공덕동),126.951451177648,37.5445416897534
2631,20151224,22326.0,32662.0,이태원,06호선,서울특별시 용산구 이태원로 지하177 (이태원동),126.994333861918,37.534525205051104
2631,20151225,30492.0,34727.0,이태원,06호선,서울특별시 용산구 이태원로 지하177 (이태원동),126.994333861918,37.534525205051104
2631,20161224,32226.0,43284.0,이태원,06호선,서울특별시 용산구 이태원로 지하177 (이태원동),126.994333861918,37.534525205051104
2631,20161225,28872.0,25892.0,이태원,06호선,서울특별시 용산구 이태원로 지하177 (이태원동),126.994333861918,37.534525205051104
2631,20171224,29423.0,35549.0,이태원,06호선,서울특별시 용산구 이태원로 지하177 (이태원동),126.994333861918,37.534525205051104
2631,20171225,29266.0,25761.0,이태원,06호선,서울특별시 용산구 이태원로 지하177 (이태원동),126.994333861918,37.534525205051104
2645,20151224,15990.0,15633.0,석계,06호선,서울특별시 노원구 화랑로 지하347-1 (월계동),127.06568715944701,37.6150068855165
2647,20151224,15610.0,11044.0,화랑대,06호선,서울특별시 노원구 화랑로 지하510 (공릉동),127.08354407563999,37.6198415528121
2713,20151224,16470.0,15578.0,수락산,07호선,서울특별시 노원구 동일로 지하1662 (상계동),127.055350968781,37.6778814656816
2715,20151224,27216.0,30868.0,노원,07호선,서울특별시 노원구 동일로 지하1409 (상계동),127.063447137624,37.656341343966496
2715,20151225,17600.0,19283.0,노원,07호선,서울특별시 노원구 동일로 지하1409 (상계동),127.063447137624,37.656341343966496
2715,20161224,20214.0,21980.0,노원,07호선,서울특별시 노원구 동일로 지하1409 (상계동),127.063447137624,37.656341343966496
2715,20161225,15536.0,16580.0,노원,07호선,서울특별시 노원구 동일로 지하1409 (상계동),127.063447137624,37.656341343966496
2715,20171224,15349.0,16612.0,노원,07호선,서울특별시 노원구 동일로 지하1409 (상계동),127.063447137624,37.656341343966496
2715,20171225,15685.0,16847.0,노원,07호선,서울특별시 노원구 동일로 지하1409 (상계동),127.063447137624,37.656341343966496
2716,20151224,18768.0,16655.0,중계,07호선,서울특별시 노원구 동일로 지하1308-1 (중계동),127.06411035896002,37.6450921230569
2717,20151224,24410.0,23100.0,하계,07호선,서울특별시 노원구 동일로 지하1196 (하계동),127.06799127875799,37.63647653918579
2717,20161224,16576.0,15459.0,하계,07호선,서울특별시 노원구 동일로 지하1196 (하계동),127.06799127875799,37.63647653918579
2718,20151224,15255.0,15032.0,공릉,07호선,서울특별시 노원구 동일로 지하1074 (공릉동),127.073033585328,37.625542764855794
2723,20151224,17577.0,16463.0,면목,07호선,서울특별시 중랑구 면목로 지하407 (면목동),127.08750380385901,37.5887148877725
2724,20151224,19493.0,18916.0,사가정,07호선,서울특별시 중랑구 사가정로 지하393 (면목동),127.088504554212,37.5809403751459
2727,20151224,17689.0,13193.0,군자,07호선,서울특별시 광진구 천호대로 지하550 (능동)  ,127.079512877207,37.5571496853206
2728,20151224,17262.0,16650.0,어린이대공원,07호선,서울특별시 광진구 능동로 지하210 (화양동),127.074655256871,37.547962678221104
2729,20151224,20889.0,23731.0,건대입구,07호선,서울특별시 광진구 능동로 지하110 (화양동),127.069203234354,37.5404068198011
2729,20151225,15928.0,17134.0,건대입구,07호선,서울특별시 광진구 능동로 지하110 (화양동),127.069203234354,37.5404068198011
2729,20161224,16997.0,19545.0,건대입구,07호선,서울특별시 광진구 능동로 지하110 (화양동),127.069203234354,37.5404068198011
2729,20171225,13841.0,15462.0,건대입구,07호선,서울특별시 광진구 능동로 지하110 (화양동),127.069203234354,37.5404068198011
2731,20151224,26519.0,30851.0,청담,07호선,서울특별시 강남구 학동로 지하508 (청담동),127.053717937903,37.519455579961
